######################################################################
#
# LoggerIdentifier    : 1858001C
# Comment             : 
# StartBatteryVoltage :      2953 mV
# EndBatteryVoltage   :      2933 mV
# TotalSampleCount    :    266826
# ResistanceOffset    :     11899.26821
# ResistanceScale     :     90961.56387
# TemperatureOffset   :         0.0009397284
# TemperatureLinear   :         0.0002205166
# TemperatureCubic    :         0.0000001287
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2005 10 18 17 17 34    13803    22187.972       32.145
2005 10 18 17 17 35    13809    22194.416       32.138
2005 10 18 17 17 36    13816    22201.934       32.129
2005 10 18 17 17 37    13824    22210.528       32.120
2005 10 18 17 17 38    13831    22218.048       32.112
2005 10 18 17 17 39    13837    22224.495       32.105
2005 10 18 17 17 40    13845    22233.092       32.095
2005 10 18 17 17 41    13851    22239.540       32.088
2005 10 18 17 17 42    13858    22247.065       32.080
2005 10 18 17 17 43    13865    22254.590       32.072
2005 10 18 17 17 44    13872    22262.116       32.064
2005 10 18 17 17 45    13878    22268.568       32.057
2005 10 18 17 17 46    13885    22276.096       32.049
2005 10 18 17 17 47    13891    22282.550       32.042
2005 10 18 17 17 48    13899    22291.155       32.032
2005 10 18 17 17 49    13905    22297.611       32.025
2005 10 18 17 17 50    13911    22304.066       32.019
2005 10 18 17 17 51    13918    22311.599       32.010
2005 10 18 17 17 52    13923    22316.981       32.005
2005 10 18 17 17 53    13930    22324.515       31.996
2005 10 18 17 17 54    13937    22332.051       31.988
2005 10 18 17 17 55    13943    22338.511       31.981
2005 10 18 17 17 56    13950    22346.048       31.973
2005 10 18 17 17 57    13957    22353.586       31.965
2005 10 18 17 17 58    13964    22361.126       31.957
2005 10 18 17 17 59    13970    22367.589       31.950
2005 10 18 17 18 00    13976    22374.053       31.943
2005 10 18 17 18 01    13982    22380.517       31.936
2005 10 18 17 18 02    13989    22388.060       31.928
2005 10 18 17 18 03    13995    22394.527       31.921
2005 10 18 17 18 04    14001    22400.994       31.914
2005 10 18 17 18 05    14007    22407.461       31.907
2005 10 18 17 18 06    14014    22415.008       31.899
2005 10 18 17 18 07    14020    22421.477       31.892
2005 10 18 17 18 08    14026    22427.947       31.885
2005 10 18 17 18 09    14033    22435.497       31.877
2005 10 18 17 18 10    14039    22441.968       31.870
2005 10 18 17 18 11    14045    22448.441       31.863
2005 10 18 17 18 12    14050    22453.835       31.857
2005 10 18 17 18 13    14056    22460.309       31.850
2005 10 18 17 18 14    14062    22466.783       31.843
2005 10 18 17 18 15    14069    22474.338       31.835
2005 10 18 17 18 16    14075    22480.814       31.828
2005 10 18 17 18 17    14081    22487.291       31.821
2005 10 18 17 18 18    14087    22493.768       31.814
2005 10 18 17 18 19    14093    22500.246       31.807
2005 10 18 17 18 20    14098    22505.646       31.801
2005 10 18 17 18 21    14104    22512.125       31.794
2005 10 18 17 18 22    14110    22518.606       31.788
2005 10 18 17 18 23    14115    22524.007       31.782
2005 10 18 17 18 24    14121    22530.488       31.775
2005 10 18 17 18 25    14127    22536.971       31.768
2005 10 18 17 18 26    14134    22544.535       31.760
2005 10 18 17 18 27    14139    22549.938       31.754
2005 10 18 17 18 28    14145    22556.423       31.747
2005 10 18 17 18 29    14151    22562.908       31.740
2005 10 18 17 18 30    14157    22569.394       31.733
2005 10 18 17 18 31    14163    22575.881       31.726
2005 10 18 17 18 32    14169    22582.369       31.719
2005 10 18 17 18 33    14174    22587.776       31.714
2005 10 18 17 18 34    14180    22594.265       31.707
2005 10 18 17 18 35    14186    22600.755       31.700
2005 10 18 17 18 36    14193    22608.327       31.692
2005 10 18 17 18 37    14199    22614.819       31.685
2005 10 18 17 18 38    14205    22621.311       31.678
2005 10 18 17 18 39    14211    22627.804       31.671
2005 10 18 17 18 40    14217    22634.297       31.664
2005 10 18 17 18 41    14224    22641.874       31.656
2005 10 18 17 18 42    14230    22648.369       31.649
2005 10 18 17 18 43    14237    22655.948       31.641
2005 10 18 17 18 44    14243    22662.445       31.634
2005 10 18 17 18 45    14249    22668.942       31.627
2005 10 18 17 18 46    14255    22675.441       31.620
2005 10 18 17 18 47    14260    22680.857       31.615
2005 10 18 17 18 48    14267    22688.440       31.606
2005 10 18 17 18 49    14272    22693.857       31.601
2005 10 18 17 18 50    14279    22701.442       31.593
2005 10 18 17 18 51    14284    22706.860       31.587
2005 10 18 17 18 52    14291    22714.446       31.579
2005 10 18 17 18 53    14296    22719.866       31.573
2005 10 18 17 18 54    14301    22725.286       31.567
2005 10 18 17 18 55    14307    22731.791       31.560
2005 10 18 17 18 56    14314    22739.381       31.552
2005 10 18 17 18 57    14320    22745.887       31.546
2005 10 18 17 18 58    14325    22751.310       31.540
2005 10 18 17 18 59    14330    22756.733       31.534
2005 10 18 17 19 00    14337    22764.326       31.526
2005 10 18 17 19 01    14341    22768.665       31.521
2005 10 18 17 19 02    14348    22776.260       31.513
2005 10 18 17 19 03    14354    22782.771       31.507
2005 10 18 17 19 04    14359    22788.197       31.501
2005 10 18 17 19 05    14365    22794.709       31.494
2005 10 18 17 19 06    14370    22800.136       31.488
2005 10 18 17 19 07    14376    22806.649       31.481
2005 10 18 17 19 08    14381    22812.078       31.476
2005 10 18 17 19 09    14387    22818.592       31.469
2005 10 18 17 19 10    14392    22824.022       31.463
2005 10 18 17 19 11    14398    22830.538       31.456
2005 10 18 17 19 12    14404    22837.055       31.449
2005 10 18 17 19 13    14409    22842.486       31.444
2005 10 18 17 19 14    14415    22849.004       31.437
2005 10 18 17 19 15    14421    22855.523       31.430
2005 10 18 17 19 16    14426    22860.956       31.424
2005 10 18 17 19 17    14431    22866.390       31.418
2005 10 18 17 19 18    14436    22871.824       31.413
2005 10 18 17 19 19    14442    22878.345       31.406
2005 10 18 17 19 20    14448    22884.867       31.399
2005 10 18 17 19 21    14454    22891.390       31.392
2005 10 18 17 19 22    14459    22896.827       31.386
2005 10 18 17 19 23    14465    22903.351       31.379
2005 10 18 17 19 24    14471    22909.877       31.373
2005 10 18 17 19 25    14477    22916.402       31.366
2005 10 18 17 19 26    14482    22921.841       31.360
2005 10 18 17 19 27    14488    22928.369       31.353
2005 10 18 17 19 28    14494    22934.897       31.346
2005 10 18 17 19 29    14499    22940.337       31.341
2005 10 18 17 19 30    14505    22946.867       31.334
2005 10 18 17 19 31    14510    22952.308       31.328
2005 10 18 17 19 32    14516    22958.839       31.321
2005 10 18 17 19 33    14521    22964.282       31.316
2005 10 18 17 19 34    14528    22971.903       31.308
2005 10 18 17 19 35    14532    22976.258       31.303
2005 10 18 17 19 36    14538    22982.792       31.296
2005 10 18 17 19 37    14542    22987.148       31.292
2005 10 18 17 19 38    14548    22993.683       31.285
2005 10 18 17 19 39    14552    22998.039       31.280
2005 10 18 17 19 40    14556    23002.397       31.276
2005 10 18 17 19 41    14562    23008.933       31.269
2005 10 18 17 19 42    14568    23015.471       31.262
2005 10 18 17 19 43    14573    23020.919       31.256
2005 10 18 17 19 44    14579    23027.457       31.250
2005 10 18 17 19 45    14584    23032.907       31.244
2005 10 18 17 19 46    14589    23038.357       31.238
2005 10 18 17 19 47    14593    23042.717       31.234
2005 10 18 17 19 48    14598    23048.168       31.228
2005 10 18 17 19 49    14603    23053.620       31.222
2005 10 18 17 19 50    14608    23059.072       31.217
2005 10 18 17 19 51    14613    23064.524       31.211
2005 10 18 17 19 52    14617    23068.886       31.206
2005 10 18 17 19 53    14622    23074.340       31.201
2005 10 18 17 19 54    14628    23080.885       31.194
2005 10 18 17 19 55    14633    23086.339       31.188
2005 10 18 17 19 56    14638    23091.794       31.182
2005 10 18 17 19 57    14643    23097.250       31.177
2005 10 18 17 19 58    14647    23101.615       31.172
2005 10 18 17 19 59    14652    23107.071       31.167
2005 10 18 17 20 00    14657    23112.528       31.161
2005 10 18 17 20 01    14662    23117.986       31.155
2005 10 18 17 20 02    14666    23122.352       31.151
2005 10 18 17 20 03    14672    23128.903       31.144
2005 10 18 17 20 04    14676    23133.270       31.139
2005 10 18 17 20 05    14682    23139.821       31.133
2005 10 18 17 20 06    14687    23145.282       31.127
2005 10 18 17 20 07    14691    23149.650       31.122
2005 10 18 17 20 08    14696    23155.111       31.117
2005 10 18 17 20 09    14700    23159.480       31.112
2005 10 18 17 20 10    14706    23166.035       31.105
2005 10 18 17 20 11    14711    23171.498       31.100
2005 10 18 17 20 12    14716    23176.961       31.094
2005 10 18 17 20 13    14720    23181.332       31.089
2005 10 18 17 20 14    14725    23186.796       31.084
2005 10 18 17 20 15    14730    23192.261       31.078
2005 10 18 17 20 16    14735    23197.726       31.072
2005 10 18 17 20 17    14741    23204.285       31.066
2005 10 18 17 20 18    14745    23208.658       31.061
2005 10 18 17 20 19    14750    23214.125       31.055
2005 10 18 17 20 20    14756    23220.686       31.049
2005 10 18 17 20 21    14761    23226.154       31.043
2005 10 18 17 20 22    14766    23231.622       31.037
2005 10 18 17 20 23    14771    23237.091       31.032
2005 10 18 17 20 24    14776    23242.561       31.026
2005 10 18 17 20 25    14780    23246.936       31.022
2005 10 18 17 20 26    14786    23253.501       31.015
2005 10 18 17 20 27    14791    23258.972       31.009
2005 10 18 17 20 28    14796    23264.444       31.003
2005 10 18 17 20 29    14802    23271.010       30.997
2005 10 18 17 20 30    14807    23276.483       30.991
2005 10 18 17 20 31    14811    23280.862       30.987
2005 10 18 17 20 32    14816    23286.335       30.981
2005 10 18 17 20 33    14822    23292.905       30.974
2005 10 18 17 20 34    14827    23298.379       30.969
2005 10 18 17 20 35    14833    23304.950       30.962
2005 10 18 17 20 36    14837    23309.331       30.957
2005 10 18 17 20 37    14842    23314.807       30.952
2005 10 18 17 20 38    14847    23320.284       30.946
2005 10 18 17 20 39    14852    23325.762       30.940
2005 10 18 17 20 40    14857    23331.240       30.935
2005 10 18 17 20 41    14861    23335.622       30.930
2005 10 18 17 20 42    14865    23340.005       30.926
2005 10 18 17 20 43    14871    23346.581       30.919
2005 10 18 17 20 44    14874    23349.869       30.916
2005 10 18 17 20 45    14879    23355.349       30.910
2005 10 18 17 20 46    14883    23359.734       30.905
2005 10 18 17 20 47    14887    23364.119       30.901
2005 10 18 17 20 48    14891    23368.504       30.896
2005 10 18 17 20 49    14895    23372.890       30.892
2005 10 18 17 20 50    14900    23378.372       30.886
2005 10 18 17 20 51    14905    23383.855       30.881
2005 10 18 17 20 52    14909    23388.242       30.876
2005 10 18 17 20 53    14913    23392.629       30.872
2005 10 18 17 20 54    14918    23398.114       30.866
2005 10 18 17 20 55    14922    23402.501       30.861
2005 10 18 17 20 56    14926    23406.890       30.857
2005 10 18 17 20 57    14930    23411.278       30.852
2005 10 18 17 20 58    14935    23416.765       30.847
2005 10 18 17 20 59    14940    23422.251       30.841
2005 10 18 17 21 00    14945    23427.739       30.836
2005 10 18 17 21 01    14950    23433.226       30.830
2005 10 18 17 21 02    14955    23438.715       30.824
2005 10 18 17 21 03    14959    23443.106       30.820
2005 10 18 17 21 04    14963    23447.497       30.815
2005 10 18 17 21 05    14968    23452.987       30.810
2005 10 18 17 21 06    14973    23458.477       30.804
2005 10 18 17 21 07    14979    23465.066       30.797
2005 10 18 17 21 08    14983    23469.459       30.793
2005 10 18 17 21 09    14987    23473.852       30.788
2005 10 18 17 21 10    14992    23479.344       30.783
2005 10 18 17 21 11    14996    23483.739       30.778
2005 10 18 17 21 12    15001    23489.232       30.773
2005 10 18 17 21 13    15005    23493.627       30.768
2005 10 18 17 21 14    15010    23499.121       30.763
2005 10 18 17 21 15    15015    23504.615       30.757
2005 10 18 17 21 16    15019    23509.012       30.753
2005 10 18 17 21 17    15024    23514.507       30.747
2005 10 18 17 21 18    15029    23520.003       30.741
2005 10 18 17 21 19    15033    23524.401       30.737
2005 10 18 17 21 20    15037    23528.798       30.732
2005 10 18 17 21 21    15042    23534.296       30.727
2005 10 18 17 21 22    15045    23537.594       30.723
2005 10 18 17 21 23    15050    23543.093       30.718
2005 10 18 17 21 24    15054    23547.492       30.713
2005 10 18 17 21 25    15058    23551.891       30.709
2005 10 18 17 21 26    15063    23557.391       30.703
2005 10 18 17 21 27    15067    23561.791       30.699
2005 10 18 17 21 28    15071    23566.191       30.694
2005 10 18 17 21 29    15075    23570.592       30.690
2005 10 18 17 21 30    15079    23574.993       30.685
2005 10 18 17 21 31    15084    23580.495       30.680
2005 10 18 17 21 32    15088    23584.897       30.675
2005 10 18 17 21 33    15092    23589.300       30.671
2005 10 18 17 21 34    15097    23594.803       30.665
2005 10 18 17 21 35    15102    23600.307       30.660
2005 10 18 17 21 36    15106    23604.710       30.655
2005 10 18 17 21 37    15110    23609.114       30.651
2005 10 18 17 21 38    15115    23614.619       30.645
2005 10 18 17 21 39    15120    23620.125       30.640
2005 10 18 17 21 40    15124    23624.530       30.635
2005 10 18 17 21 41    15129    23630.036       30.629
2005 10 18 17 21 42    15134    23635.544       30.624
2005 10 18 17 21 43    15138    23639.950       30.619
2005 10 18 17 21 44    15143    23645.458       30.614
2005 10 18 17 21 45    15147    23649.865       30.609
2005 10 18 17 21 46    15152    23655.374       30.604
2005 10 18 17 21 47    15156    23659.782       30.599
2005 10 18 17 21 48    15161    23665.292       30.594
2005 10 18 17 21 49    15166    23670.802       30.588
2005 10 18 17 21 50    15170    23675.211       30.584
2005 10 18 17 21 51    15174    23679.620       30.579
2005 10 18 17 21 52    15179    23685.132       30.574
2005 10 18 17 21 53    15184    23690.645       30.568
2005 10 18 17 21 54    15188    23695.055       30.564
2005 10 18 17 21 55    15193    23700.569       30.558
2005 10 18 17 21 56    15198    23706.083       30.552
2005 10 18 17 21 57    15202    23710.494       30.548
2005 10 18 17 21 58    15207    23716.009       30.542
2005 10 18 17 21 59    15210    23719.319       30.539
2005 10 18 17 22 00    15215    23724.834       30.534
2005 10 18 17 22 01    15220    23730.351       30.528
